   WAVE       FLUX       ERROR      RMS 
 1931.700      1.43    0.0252     0.183
 1932.000      1.47    0.0266     0.192
 1932.300      1.43    0.0248     0.201
 1932.600      1.43    0.0264       0.2
 1932.900      1.44     0.028     0.238
 1933.200      1.41    0.0239     0.215
 1933.500      1.41    0.0243     0.201
 1933.800      1.43    0.0242     0.211
 1934.100      1.45    0.0262       0.2
 1934.400      1.42    0.0256     0.185
 1934.700      1.44    0.0264     0.189
 1935.000      1.42    0.0247      0.19
 1935.300       1.4    0.0251     0.184
 1935.600      1.42     0.025     0.187
 1935.900      1.44     0.025     0.188
 1936.200      1.43    0.0262     0.186
 1936.500      1.45    0.0271     0.199
 1936.800      1.43    0.0288     0.217
 1937.100      1.39     0.026     0.194
 1937.400      1.37    0.0248     0.183
 1937.700      1.36    0.0241     0.174
 1938.000      1.35    0.0242     0.168
 1938.300      1.39    0.0265     0.181
 1938.600      1.37    0.0251     0.181
 1938.900      1.36    0.0246     0.196
 1939.200      1.32    0.0232     0.197
 1939.500      1.34    0.0257     0.198
 1939.800      1.32    0.0236     0.191
 1940.100      1.36     0.026     0.195
 1940.400       1.4    0.0288     0.246
 1940.700      1.39    0.0278     0.217
 1941.000      1.36    0.0264     0.211
 1941.300      1.35    0.0256     0.188
 1941.600      1.34    0.0254     0.189
 1941.900      1.36    0.0252     0.195
 1942.200      1.34    0.0238     0.195
 1942.500      1.36    0.0249     0.201
 1942.800      1.37    0.0263     0.195
 1943.100      1.39    0.0291     0.254
 1943.400      1.36     0.026     0.199
 1943.700      1.36    0.0261     0.186
 1944.000      1.34    0.0253     0.183
 1944.300      1.31     0.024     0.193
 1944.600      1.32    0.0246     0.196
 1944.900      1.32    0.0254     0.183
 1945.200      1.33    0.0251      0.18
 1945.500      1.33    0.0245     0.182
 1945.800       1.3    0.0248     0.177
 1946.100      1.32    0.0252     0.181
 1946.400      1.32    0.0244     0.186
 1946.700      1.31     0.024      0.19
 1947.000      1.33    0.0264     0.208
 1947.300      1.31    0.0253     0.202
 1947.600       1.3    0.0238     0.188
 1947.900      1.29    0.0249     0.184
 1948.200       1.3    0.0255     0.187
 1948.500      1.28     0.025     0.187
 1948.800      1.27    0.0255     0.173
 1949.100       1.3    0.0254     0.186
 1949.400      1.31    0.0241     0.187
 1949.700      1.32    0.0256     0.186
 1950.000       1.3     0.025      0.18
 1950.300      1.28     0.023      0.21
 1950.600       1.3    0.0264     0.203
 1950.900      1.29    0.0247     0.185
 1951.200       1.3     0.026      0.18
 1951.500      1.33    0.0265     0.192
 1951.800      1.32     0.026     0.189
 1952.100      1.28     0.025     0.182
 1952.400      1.31    0.0257     0.186
 1952.700       1.3    0.0266     0.196
 1953.000      1.33    0.0275     0.215
 1953.300      1.33    0.0275     0.213
 1953.600       1.3    0.0259       0.2
 1953.900      1.29     0.026     0.199
 1954.200      1.29    0.0255     0.191
 1954.500      1.26     0.025     0.183
 1954.800      1.27    0.0249     0.172
 1955.100       1.3    0.0256     0.172
 1955.400       1.3    0.0262     0.174
 1955.700      1.32    0.0271     0.176
 1956.000      1.28    0.0244     0.178
 1956.300      1.27    0.0234     0.191
 1956.600      1.28    0.0242     0.173
 1956.900      1.27    0.0242     0.175
 1957.200       1.3    0.0286     0.209
 1957.500      1.28    0.0252     0.182
 1957.800      1.27    0.0249     0.176
 1958.100      1.32    0.0278     0.221
 1958.400      1.26    0.0252     0.182
 1958.700      1.23     0.024     0.173
 1959.000      1.24    0.0243     0.164
 1959.300      1.27     0.024     0.166
 1959.600      1.28    0.0255     0.177
 1959.900      1.29    0.0268     0.203
 1960.200      1.28    0.0262     0.189
 1960.500      1.29    0.0255     0.173
 1960.800      1.26    0.0252     0.172
 1961.100      1.25    0.0258     0.179
 1961.400      1.27    0.0276      0.18
 1961.700      1.27    0.0266     0.166
 1962.000      1.27    0.0246     0.161
 1962.300      1.26    0.0259      0.17
 1962.600      1.24    0.0259     0.177
 1962.900      1.24    0.0255     0.168
 1963.200      1.26    0.0265     0.171
 1963.500      1.24    0.0248     0.165
 1963.800      1.26    0.0251     0.173
 1964.100      1.29    0.0274     0.198
 1964.400      1.29    0.0292     0.227
 1964.700      1.25    0.0257     0.188
 1965.000      1.22    0.0236     0.168
 1965.300      1.26    0.0278     0.188
 1965.600      1.17    0.0228     0.179
 1965.900      1.21    0.0252     0.165
 1966.200      1.28    0.0262     0.161
 1966.500      1.23    0.0249     0.157
 1966.800      1.21    0.0244     0.157
 1967.100       1.2     0.024     0.154
 1967.400      1.25    0.0284     0.193
 1967.700      1.24    0.0247     0.173
 1968.000      1.21    0.0259     0.169
 1968.300       1.2    0.0237     0.179
 1968.600       1.2    0.0239     0.183
 1968.900      1.24    0.0264     0.181
 1969.200      1.21    0.0243     0.171
 1969.500      1.18    0.0238     0.171
 1969.800      1.21    0.0253     0.161
 1970.100      1.24    0.0264     0.165
 1970.400      1.23    0.0267     0.176
 1970.700      1.22    0.0245     0.177
 1971.000      1.19    0.0225     0.166
 1971.300       1.2    0.0241     0.152
 1971.600      1.21    0.0235      0.16
 1971.900      1.21    0.0246     0.151
 1972.200      1.23    0.0278     0.184
 1972.500       1.2    0.0253     0.168
 1972.800      1.22    0.0253      0.16
 1973.100      1.22    0.0249     0.163
 1973.400      1.24    0.0268     0.176
 1973.700      1.24    0.0281     0.183
 1974.000      1.24    0.0265      0.18
 1974.300      1.22    0.0236     0.168
 1974.600      1.22    0.0268     0.182
 1974.900      1.24    0.0281     0.203
 1975.200      1.21    0.0242     0.171
 1975.500      1.19    0.0218     0.174
 1975.800       1.2    0.0239     0.163
 1976.100      1.21    0.0262     0.166
 1976.400      1.18    0.0236     0.166
 1976.700       1.2    0.0248     0.169
 1977.000      1.21    0.0259     0.168
 1977.300       1.2    0.0244     0.168
 1977.600      1.19    0.0256     0.177
 1977.900      1.22    0.0267     0.166
 1978.200      1.21    0.0265     0.157
 1978.500      1.22    0.0286     0.179
 1978.800      1.24    0.0277      0.18
 1979.100      1.25    0.0278     0.181
 1979.400      1.25    0.0293     0.196
 1979.700      1.21    0.0275     0.176
 1980.000      1.19    0.0243     0.167
 1980.300      1.21    0.0283      0.17
 1980.600      1.21    0.0263     0.173
 1980.900      1.22    0.0246     0.174
 1981.200      1.24    0.0288     0.178
 1981.500      1.21    0.0272     0.167
 1981.800      1.24    0.0289     0.167
 1982.100      1.18    0.0257     0.174
 1982.400      1.21    0.0311     0.185
 1982.700      1.18    0.0258     0.171
 1983.000      1.23    0.0329     0.253
 1983.300      1.19     0.028     0.198
 1983.600      1.18    0.0256     0.173
 1983.900      1.21    0.0267     0.168
 1984.200       1.2    0.0257     0.164
 1984.500       1.2    0.0266     0.156
 1984.800      1.22    0.0267     0.156
 1985.100      1.24    0.0259     0.168
 1985.400      1.21    0.0267     0.179
 1985.700      1.18    0.0283     0.171
 1986.000      1.19    0.0299     0.189
 1986.300      1.24    0.0362      0.21
 1986.600      1.22    0.0327       0.2
 1986.900       1.2    0.0228     0.186
 1987.200      1.21    0.0211     0.182
 1987.500      1.17    0.0206     0.179
 1987.800      1.19     0.021     0.181
 1988.100      1.21    0.0216     0.171
 1988.400      1.21    0.0215     0.163
 1988.700      1.21    0.0211     0.157
 1989.000      1.22    0.0213     0.158
 1989.300      1.23    0.0209     0.168
 1989.600      1.23    0.0216     0.166
 1989.900      1.19    0.0212     0.164
 1990.200      1.19    0.0205     0.167
 1990.500      1.21    0.0207     0.165
 1990.800      1.21    0.0211     0.158
 1991.100      1.21    0.0209     0.164
 1991.400       1.2    0.0209      0.16
 1991.700       1.2    0.0218     0.162
 1992.000      1.22    0.0213     0.167
 1992.300      1.22     0.021     0.159
 1992.600      1.23    0.0217     0.158
 1992.900      1.22     0.021     0.158
 1993.200       1.2    0.0209      0.16
 1993.500      1.19     0.021     0.173
 1993.800      1.23    0.0216     0.163
 1994.100      1.23     0.021     0.159
 1994.400       1.2    0.0209     0.162
 1994.700       1.2    0.0207     0.159
 1995.000      1.21    0.0205     0.155
 1995.300      1.21    0.0208     0.153
 1995.600      1.19    0.0206     0.157
 1995.900      1.22    0.0206     0.156
 1996.200      1.23    0.0211     0.156
 1996.500      1.24    0.0213     0.158
 1996.800      1.19    0.0203     0.159
 1997.100       1.2    0.0206     0.155
 1997.400      1.22    0.0212     0.155
 1997.700      1.21    0.0209     0.154
 1998.000      1.23    0.0207     0.151
 1998.300      1.21    0.0209     0.147
 1998.600       1.2    0.0206     0.154
 1998.900      1.21    0.0203     0.153
 1999.200      1.19    0.0208      0.15
 1999.500       1.2    0.0208     0.169
 1999.800      1.22    0.0205     0.164
 2000.100       1.2    0.0206     0.163
 2000.400      1.18    0.0204     0.155
 2000.700      1.18      0.02     0.151
 2001.000      1.21    0.0209     0.152
 2001.300      1.22    0.0209     0.153
 2001.600      1.24    0.0212      0.16
 2001.900      1.22    0.0209     0.159
 2002.200      1.23    0.0208     0.151
 2002.500       1.2    0.0204     0.154
 2002.800      1.19    0.0204     0.151
 2003.100      1.19    0.0207      0.16
 2003.400      1.19    0.0208     0.153
 2003.700      1.19    0.0209     0.154
 2004.000       1.2    0.0204     0.155
 2004.300      1.19    0.0206     0.151
 2004.600      1.23    0.0215     0.156
 2004.900      1.22    0.0209     0.148
 2005.200       1.2    0.0206     0.152
 2005.500      1.23    0.0213     0.157
 2005.800       1.2    0.0205     0.162
 2006.100       1.2    0.0206     0.165
 2006.400      1.18    0.0205      0.16
 2006.700      1.18    0.0204      0.16
 2007.000      1.19    0.0207     0.159
 2007.300      1.19    0.0207     0.153
 2007.600      1.21    0.0208     0.152
 2007.900       1.2    0.0205     0.146
 2008.200      1.22    0.0213     0.153
 2008.500      1.22    0.0212     0.154
 2008.800      1.19    0.0208     0.148
 2009.100       1.2    0.0216     0.147
 2009.400      1.21    0.0214     0.149
 2009.700      1.19    0.0209     0.146
 2010.000       1.2    0.0213     0.149
 2010.300       1.2    0.0212     0.153
 2010.600       1.2    0.0209      0.15
 2010.900      1.19     0.021     0.151
 2011.200       1.2    0.0209     0.152
 2011.500      1.23    0.0213     0.155
 2011.800      1.23    0.0217     0.161
 2012.100       1.2    0.0211     0.155
 2012.400      1.21    0.0214     0.157
 2012.700      1.19    0.0212     0.155
 2013.000      1.19     0.021     0.157
 2013.300       1.2    0.0216     0.157
 2013.600      1.23    0.0226      0.16
 2013.900      1.23    0.0222     0.157
 2014.200      1.21    0.0217     0.149
 2014.500      1.19    0.0216     0.145
 2014.800      1.21    0.0221     0.151
 2015.100      1.19    0.0216     0.151
 2015.400      1.15    0.0211     0.156
 2015.700       1.2    0.0218     0.162
 2016.000      1.19     0.021     0.158
 2016.300      1.18    0.0209     0.154
 2016.600       1.2    0.0216     0.152
 2016.900       1.2    0.0213     0.153
 2017.200      1.21    0.0219     0.151
 2017.500      1.18    0.0218     0.153
 2017.800      1.18    0.0209     0.153
 2018.100      1.19    0.0214     0.158
 2018.400      1.16    0.0216     0.152
 2018.700      1.17    0.0214     0.156
 2019.000      1.17    0.0213     0.156
 2019.300      1.16    0.0217     0.153
 2019.600      1.18    0.0221     0.155
 2019.900       1.2    0.0211     0.154
 2020.200      1.22    0.0214     0.146
 2020.500      1.19    0.0212     0.147
 2020.800      1.19    0.0208     0.152
 2021.100      1.15    0.0204     0.155
 2021.400      1.16    0.0208     0.154
 2021.700      1.19    0.0207     0.152
 2022.000      1.19    0.0207     0.156
 2022.300      1.18    0.0205     0.165
 2022.600      1.19    0.0208     0.158
 2022.900      1.22    0.0215     0.156
 2023.200      1.21    0.0212     0.155
 2023.500      1.19    0.0207      0.16
 2023.800      1.21    0.0216     0.164
 2024.100      1.18     0.021     0.158
 2024.400       1.2    0.0215     0.168
 2024.700      1.17    0.0209     0.163
 2025.000      1.17     0.021     0.164
 2025.300      1.17     0.021     0.153
 2025.600      1.17    0.0209     0.158
 2025.900      1.17    0.0209     0.164
 2026.200      1.18    0.0212     0.157
 2026.500       1.2    0.0214     0.159
 2026.800      1.15    0.0209     0.166
 2027.100      1.17    0.0206     0.165
 2027.400      1.16    0.0206     0.159
 2027.700      1.18    0.0211     0.149
 2028.000      1.17    0.0209      0.15
 2028.300      1.17     0.021     0.152
 2028.600      1.19    0.0211     0.152
 2028.900      1.17    0.0212     0.154
 2029.200      1.18    0.0215     0.147
 2029.500       1.2    0.0216     0.152
 2029.800      1.21    0.0218     0.154
 2030.100       1.2    0.0221     0.155
 2030.400       1.2    0.0221     0.155
 2030.700      1.16    0.0219     0.153
 2031.000      1.17    0.0225     0.147
 2031.300       1.2    0.0228     0.156
 2031.600      1.18    0.0218     0.155
 2031.900      1.19    0.0223     0.151
 2032.200      1.17    0.0217     0.152
 2032.500      1.16    0.0214     0.153
 2032.800      1.16    0.0217     0.166
 2033.100      1.17    0.0216     0.168
 2033.400      1.17    0.0215     0.169
 2033.700      1.18    0.0222     0.161
 2034.000      1.18    0.0217     0.154
 2034.300      1.18    0.0219      0.15
 2034.600      1.21    0.0226     0.151
 2034.900      1.21    0.0222     0.157
 2035.200      1.21    0.0217     0.156
 2035.500       1.2    0.0217     0.158
 2035.800      1.19    0.0223     0.154
 2036.100      1.16    0.0213      0.15
 2036.400      1.16    0.0216     0.147
 2036.700      1.17    0.0222     0.154
 2037.000      1.18    0.0217     0.147
 2037.300      1.19    0.0221     0.142
 2037.600      1.22    0.0227     0.145
 2037.900      1.22    0.0221      0.15
 2038.200      1.21     0.022     0.163
 2038.500      1.21    0.0225     0.163
 2038.800       1.2    0.0217     0.157
 2039.100      1.17    0.0212     0.162
 2039.400      1.16    0.0213     0.165
 2039.700      1.17    0.0214     0.165
 2040.000      1.19    0.0213     0.171
 2040.300      1.22    0.0221     0.177
 2040.600      1.17    0.0212     0.167
 2040.900      1.18     0.021     0.162
 2041.200      1.19    0.0213     0.158
 2041.500      1.19    0.0218     0.148
 2041.800      1.22    0.0228     0.148
 2042.100       1.2     0.022     0.149
 2042.400      1.18    0.0218     0.157
 2042.700      1.18    0.0212     0.153
 2043.000      1.19    0.0216     0.147
 2043.300      1.19     0.022     0.152
 2043.600       1.2    0.0216     0.159
 2043.900      1.19    0.0216     0.161
 2044.200      1.15    0.0211     0.164
 2044.500      1.19    0.0215     0.169
 2044.800      1.15    0.0212      0.17
 2045.100      1.17    0.0218     0.174
 2045.400      1.18    0.0222     0.178
 2045.700      1.18    0.0217     0.165
 2046.000      1.18    0.0218     0.163
 2046.300       1.2    0.0223     0.164
 2046.600       1.2    0.0218     0.159
 2046.900       1.2    0.0218     0.157
 2047.200       1.2     0.022      0.16
 2047.500      1.21    0.0216     0.161
 2047.800      1.19    0.0214     0.166
 2048.100      1.19    0.0216     0.154
 2048.400       1.2    0.0223     0.152
 2048.700      1.18    0.0215     0.161
 2049.000      1.19    0.0219     0.153
 2049.300      1.16    0.0214     0.164
 2049.600      1.16    0.0213     0.161
 2049.900      1.21    0.0217     0.161
 2050.200      1.21    0.0224      0.16
 2050.500      1.18    0.0217     0.163
 2050.800      1.21    0.0218     0.156
 2051.100      1.21    0.0225     0.159
 2051.400      1.19    0.0218     0.149
 2051.700      1.19    0.0215     0.151
 2052.000      1.18    0.0219     0.152
 2052.300      1.19    0.0222     0.145
 2052.600       1.2    0.0214     0.149
 2052.900       1.2    0.0217     0.153
 2053.200      1.17     0.021     0.163
 2053.500      1.18    0.0213     0.171
 2053.800      1.22    0.0218     0.165
 2054.100      1.22    0.0226     0.163
 2054.400      1.18    0.0212     0.167
 2054.700       1.2    0.0214     0.162
 2055.000      1.22    0.0225     0.159
 2055.300       1.2    0.0218     0.157
 2055.600      1.19    0.0215     0.153
 2055.900      1.16    0.0215     0.155
 2056.200      1.22    0.0219     0.159
 2056.500      1.22    0.0221     0.158
 2056.800       1.2    0.0221     0.152
 2057.100       1.2    0.0216     0.149
 2057.400      1.18    0.0215     0.157
 2057.700      1.19    0.0218     0.164
 2058.000      1.21    0.0222     0.156
 2058.300      1.18    0.0214     0.155
 2058.600      1.16    0.0213     0.161
 2058.900      1.18    0.0216     0.163
 2059.200      1.21     0.022     0.157
 2059.500      1.23    0.0224     0.168
 2059.800      1.21    0.0219     0.157
 2060.100      1.17    0.0218     0.164
 2060.400      1.18    0.0232     0.174
 2060.700       1.2    0.0231     0.176
 2061.000      1.19    0.0226     0.176
 2061.300      1.17    0.0224     0.179
 2061.600       1.2    0.0224      0.18
 2061.900      1.21    0.0227     0.173
 2062.200       1.2    0.0227     0.161
 2062.500       1.2    0.0225     0.156
 2062.800      1.24    0.0225     0.174
 2063.100      1.23    0.0224     0.176
 2063.400      1.23    0.0227     0.173
 2063.700       1.2    0.0221     0.168
 2064.000      1.21    0.0226     0.157
 2064.300       1.2     0.022     0.157
 2064.600      1.21     0.022     0.161
 2064.900      1.21    0.0225     0.164
 2065.200      1.21    0.0223     0.161
 2065.500      1.21    0.0225     0.173
 2065.800      1.19    0.0223     0.169
 2066.100      1.21    0.0221     0.163
 2066.400      1.25    0.0227      0.17
 2066.700      1.23    0.0223     0.165
 2067.000      1.21    0.0217     0.161
 2067.300      1.24    0.0225      0.16
 2067.600      1.24    0.0226     0.155
 2067.900      1.21    0.0221     0.149
 2068.200      1.17    0.0215     0.155
 2068.500      1.19    0.0219     0.164
 2068.800      1.22    0.0221     0.161
 2069.100      1.24    0.0231     0.154
 2069.400      1.24     0.023     0.151
 2069.700      1.22    0.0225     0.147
 2070.000      1.21    0.0221      0.15
 2070.300      1.25    0.0231     0.157
 2070.600      1.23    0.0226     0.155
 2070.900       1.2    0.0216     0.157
 2071.200      1.18    0.0212     0.154
 2071.500      1.22    0.0228     0.158
 2071.800      1.23    0.0222     0.165
 2072.100      1.25    0.0223     0.155
 2072.400      1.21    0.0225     0.147
 2072.700      1.24    0.0222     0.151
 2073.000      1.23    0.0226     0.163
 2073.300      1.18    0.0219     0.157
 2073.600      1.21    0.0219     0.154
 2073.900      1.21    0.0221     0.152
 2074.200      1.22    0.0223     0.156
 2074.500      1.22    0.0218     0.154
 2074.800      1.22    0.0221     0.154
 2075.100      1.22    0.0223     0.151
 2075.400      1.21    0.0215     0.154
 2075.700      1.22    0.0222     0.154
 2076.000      1.21    0.0224     0.153
 2076.300       1.2    0.0217     0.159
 2076.600      1.21    0.0217     0.168
 2076.900      1.21    0.0223     0.165
 2077.200      1.22     0.022     0.163
 2077.500      1.18    0.0214      0.16
 2077.800       1.2     0.022     0.165
 2078.100       1.2    0.0217      0.17
 2078.400       1.2    0.0216     0.166
 2078.700      1.23    0.0225     0.162
 2079.000      1.18    0.0211     0.163
 2079.300       1.2    0.0218     0.159
 2079.600      1.23    0.0226     0.147
 2079.900      1.22    0.0224     0.144
 2080.200      1.23    0.0226     0.156
 2080.500      1.23    0.0232     0.151
 2080.800      1.22    0.0226     0.147
 2081.100      1.22    0.0226     0.154
 2081.400      1.22    0.0229     0.169
 2081.700      1.21    0.0231      0.16
 2082.000       1.2     0.023     0.158
 2082.300      1.22    0.0234     0.156
 2082.600       1.2    0.0229     0.164
 2082.900      1.22    0.0229     0.162
 2083.200      1.18    0.0239      0.16
 2083.500      1.21    0.0269      0.15
 2083.800       1.2    0.0244     0.156
 2084.100      1.21     0.024     0.156
 2084.400      1.21    0.0238     0.157
 2084.700      1.23    0.0235     0.152
 2085.000      1.21    0.0241     0.148
 2085.300      1.19    0.0239     0.155
 2085.600      1.19    0.0238     0.159
 2085.900       1.2    0.0236     0.159
 2086.200      1.18    0.0231     0.158
 2086.500      1.19    0.0231     0.167
 2086.800      1.19    0.0231     0.171
 2087.100      1.23    0.0235      0.17
 2087.400      1.21    0.0237     0.156
 2087.700       1.2     0.023      0.16
 2088.000       1.2    0.0236     0.149
 2088.300      1.18    0.0228     0.147
 2088.600      1.17    0.0222     0.156
 2088.900      1.18    0.0226     0.156
 2089.200       1.2    0.0226     0.156
 2089.500      1.22    0.0232     0.155
 2089.800      1.21    0.0234     0.154
 2090.100      1.18    0.0226     0.154
 2090.400      1.18    0.0227     0.152
 2090.700       1.2    0.0229      0.15
 2091.000      1.21    0.0227     0.157
 2091.300      1.19    0.0228     0.162
 2091.600       1.2     0.023     0.162
 2091.900      1.21    0.0228     0.164
 2092.200      1.21    0.0229     0.164
 2092.500       1.2    0.0232     0.164
 2092.800       1.2     0.023     0.162
 2093.100      1.22    0.0233     0.162
 2093.400      1.23    0.0236     0.157
 2093.700      1.25    0.0235     0.161
 2094.000      1.23    0.0236     0.161
 2094.300      1.21    0.0232     0.158
 2094.600      1.19    0.0228     0.161
 2094.900      1.18    0.0227     0.166
 2095.200      1.13    0.0228      0.17
 2095.500      1.15    0.0227     0.164
 2095.800      1.16    0.0226     0.161
 2096.100      1.19    0.0233     0.159
 2096.400       1.2    0.0232     0.159
 2096.700      1.18    0.0227     0.157
 2097.000      1.19    0.0233     0.153
 2097.300      1.19    0.0231     0.162
 2097.600      1.21    0.0232     0.168
 2097.900       1.2    0.0234     0.157
 2098.200      1.19    0.0232     0.149
 2098.500      1.22    0.0234     0.158
 2098.800       1.2    0.0238     0.166
 2099.100      1.16    0.0228     0.166
 2099.400      1.17     0.023     0.155
 2099.700       1.2     0.024      0.15
 2100.000      1.18    0.0238     0.154
 2100.300      1.19    0.0235     0.155
 2100.600      1.18    0.0232     0.157
 2100.900      1.15     0.023     0.163
 2101.200      1.13    0.0223     0.171
 2101.500      1.15    0.0227     0.163
 2101.800      1.15    0.0226     0.163
 2102.100      1.17    0.0229     0.155
 2102.400      1.19    0.0238     0.149
 2102.700      1.19     0.024     0.155
 2103.000      1.18    0.0238     0.159
 2103.300      1.18    0.0239     0.164
 2103.600      1.18    0.0249     0.156
 2103.900      1.16    0.0238      0.15
 2104.200      1.16    0.0235     0.149
 2104.500      1.18    0.0247     0.156
 2104.800      1.18    0.0245     0.161
 2105.100      1.19     0.025     0.161
 2105.400      1.17    0.0249      0.16
 2105.700      1.19    0.0245     0.161
 2106.000      1.23    0.0247     0.161
 2106.300      1.17    0.0248     0.165
 2106.600      1.17    0.0244      0.17
 2106.900       1.2    0.0248     0.178
 2107.200       1.2    0.0252     0.167
 2107.500       1.2    0.0253     0.158
 2107.800      1.18    0.0244      0.16
 2108.100      1.18    0.0252     0.156
 2108.400      1.19    0.0259     0.154
 2108.700      1.16    0.0245     0.151
 2109.000      1.14    0.0244     0.155
 2109.300      1.16    0.0254     0.158
 2109.600      1.18    0.0257     0.164
 2109.900      1.17    0.0257     0.168
 2110.200      1.16    0.0251     0.171
 2110.500      1.16    0.0246     0.167
 2110.800      1.17    0.0261     0.159
 2111.100      1.18    0.0245     0.161
 2111.400      1.18    0.0246     0.159
 2111.700      1.16    0.0245     0.159
 2112.000      1.14    0.0238     0.161
 2112.300      1.15    0.0243     0.161
 2112.600      1.16    0.0247     0.153
 2112.900      1.18    0.0247     0.149
 2113.200      1.19     0.025     0.153
 2113.500       1.2     0.025      0.16
 2113.800      1.21    0.0254     0.159
 2114.100      1.16    0.0252     0.148
 2114.400      1.15    0.0243     0.148
 2114.700      1.16    0.0245     0.156
 2115.000      1.16    0.0244      0.15
 2115.300      1.14    0.0245     0.151
 2115.600      1.14    0.0246     0.152
 2115.900      1.16    0.0243      0.15
 2116.200      1.15    0.0243     0.153
 2116.500      1.15    0.0246      0.16
 2116.800      1.14    0.0243     0.156
 2117.100      1.15    0.0246     0.147
 2117.400      1.17    0.0244     0.143
 2117.700      1.16    0.0243     0.147
 2118.000      1.16    0.0246     0.151
 2118.300      1.16    0.0237      0.16
 2118.600      1.14    0.0231     0.171
 2118.900      1.14     0.024     0.161
 2119.200      1.14    0.0237     0.151
 2119.500      1.14     0.024      0.15
 2119.800      1.15    0.0235     0.146
 2120.100      1.13    0.0241     0.147
 2120.400      1.13    0.0235      0.15
 2120.700      1.17    0.0239     0.148
 2121.000      1.17    0.0245     0.152
 2121.300      1.17    0.0242     0.147
 2121.600      1.19     0.024      0.14
 2121.900      1.16    0.0244     0.141
 2122.200      1.16    0.0234     0.151
 2122.500      1.15    0.0238      0.15
 2122.800      1.16    0.0242     0.153
 2123.100      1.13    0.0231     0.154
 2123.400      1.14    0.0237     0.154
 2123.700      1.19    0.0249     0.168
 2124.000      1.17    0.0241     0.155
 2124.300      1.14    0.0236     0.152
 2124.600      1.16    0.0242     0.159
 2124.900      1.13    0.0235     0.168
 2125.200      1.14    0.0242     0.158
 2125.500      1.11    0.0237     0.156
 2125.800      1.14     0.024     0.157
 2126.100      1.15     0.024     0.153
 2126.400      1.12    0.0234     0.161
 2126.700      1.14    0.0237     0.154
 2127.000      1.15    0.0242     0.154
 2127.300      1.15    0.0238     0.152
 2127.600      1.15     0.024     0.158
 2127.900      1.16    0.0238     0.159
 2128.200      1.18    0.0241      0.16
 2128.500      1.17    0.0243     0.151
 2128.800      1.13    0.0235     0.154
 2129.100      1.15    0.0236     0.155
 2129.400      1.14    0.0236      0.16
 2129.700      1.15    0.0235     0.153
 2130.000      1.14    0.0237     0.152
 2130.300      1.17    0.0242     0.148
 2130.600      1.15    0.0247     0.154
 2130.900      1.13    0.0235     0.154
 2131.200      1.13    0.0235     0.151
 2131.500      1.13    0.0238     0.156
 2131.800      1.14    0.0239     0.155
 2132.100      1.12    0.0239     0.157
 2132.400      1.09    0.0236     0.161
 2132.700      1.15    0.0239     0.153
 2133.000      1.17    0.0249     0.158
 2133.300      1.18    0.0249     0.162
 2133.600      1.18    0.0251     0.156
 2133.900      1.18    0.0253     0.163
 2134.200      1.14    0.0242     0.153
 2134.500      1.15    0.0246     0.145
 2134.800      1.17    0.0251     0.145
 2135.100      1.16    0.0249     0.155
 2135.400      1.12    0.0245     0.159
 2135.700      1.12    0.0247     0.149
 2136.000      1.15    0.0243     0.149
 2136.300      1.15    0.0249     0.152
 2136.600      1.13    0.0246     0.153
 2136.900      1.13    0.0245     0.146
 2137.200      1.13    0.0248     0.145
 2137.500      1.14    0.0251     0.145
 2137.800      1.14    0.0246     0.145
 2138.100      1.12    0.0249     0.143
 2138.400      1.15    0.0251     0.149
 2138.700      1.17    0.0246      0.15
 2139.000      1.13    0.0241     0.156
 2139.300      1.11    0.0247     0.151
 2139.600      1.17    0.0251     0.148
 2139.900      1.14    0.0247     0.149
 2140.200      1.17    0.0257     0.153
 2140.500      1.12    0.0236     0.144
 2140.800      1.13    0.0239     0.148
 2141.100      1.16    0.0252     0.156
 2141.400      1.13     0.024     0.145
 2141.700       1.1    0.0237     0.137
 2142.000      1.13    0.0247     0.148
 2142.300      1.13    0.0239     0.147
 2142.600      1.12    0.0241     0.144
 2142.900      1.11    0.0242     0.138
 2143.200      1.12    0.0236     0.139
 2143.500      1.15    0.0242     0.147
 2143.800      1.12    0.0241     0.143
 2144.100      1.12    0.0244      0.14
 2144.400      1.14    0.0243     0.144
 2144.700      1.16    0.0246     0.149
 2145.000      1.15    0.0242      0.16
 2145.300      1.14    0.0239     0.162
 2145.600      1.12    0.0242     0.157
 2145.900      1.14    0.0242     0.151
 2146.200      1.13    0.0242     0.145
 2146.500      1.13    0.0244     0.144
 2146.800      1.15    0.0246     0.139
 2147.100      1.16    0.0244     0.142
 2147.400      1.15    0.0246     0.145
 2147.700      1.12     0.024     0.144
 2148.000      1.12    0.0246     0.141
 2148.300      1.11    0.0238     0.144
 2148.600      1.11     0.024     0.143
 2148.900      1.09    0.0237     0.151
 2149.200       1.1    0.0236      0.15
 2149.500       1.1    0.0241     0.148
 2149.800      1.11    0.0239     0.138
 2150.100       1.1    0.0233     0.137
 2150.400      1.08    0.0235     0.141
 2150.700      1.07    0.0232     0.141
 2151.000      1.11    0.0241     0.139
 2151.300      1.11    0.0242     0.141
 2151.600      1.12    0.0244     0.145
 2151.900      1.13    0.0244      0.14
 2152.200      1.12    0.0246     0.134
 2152.500      1.11    0.0245     0.136
 2152.800       1.1    0.0239     0.136
 2153.100      1.13    0.0248     0.151
